,Primary_CV_MAE,Shadow_CV_MAE,Public_MAE,Private_MAE,All_Test_MAE
Primary_CV_MAE,1.0,0.9338700278629739,0.08721383732318636,0.9999378488568018,0.8734068616729251
Shadow_CV_MAE,0.9338700278629739,1.0,-0.2748035683186196,0.9298249924107155,0.6414942922411715
Public_MAE,0.08721383732318636,-0.2748035683186196,1.0,0.09831485548108143,0.5613087650649639
Private_MAE,0.9999378488568018,0.9298249924107155,0.09831485548108143,1.0,0.8787820047960804
All_Test_MAE,0.8734068616729251,0.6414942922411715,0.5613087650649639,0.8787820047960804,1.0
