,Primary_CV_MAE,Shadow_CV_MAE,Public_MAE,Private_MAE,All_Test_MAE
Primary_CV_MAE,1.0,0.9419685274025372,0.03612834489946165,0.5332432937489832,0.9153585115133924
Shadow_CV_MAE,0.9419685274025372,1.0,-0.30145027297644916,0.7862888328476869,0.727072251965637
Public_MAE,0.03612834489946165,-0.30145027297644916,1.0,-0.8261444546706845,0.43544731162575434
Private_MAE,0.5332432937489832,0.7862888328476869,-0.8261444546706845,1.0,0.147490858512245
All_Test_MAE,0.9153585115133924,0.727072251965637,0.43544731162575434,0.147490858512245,1.0
