,Primary_CV_MAE,Shadow_CV_MAE,Public_MAE,Private_MAE,All_Test_MAE
Primary_CV_MAE,1.0,0.9738797516794849,0.6758195429217968,0.7186451906520069,0.7404141959336435
Shadow_CV_MAE,0.9738797516794849,1.0,0.5759261141907888,0.43080869967682467,0.5339296071358336
Public_MAE,0.6758195429217968,0.5759261141907888,1.0,0.7787226621944924,0.9366086375289001
Private_MAE,0.7186451906520069,0.43080869967682467,0.7787226621944924,1.0,0.9491739984570005
All_Test_MAE,0.7404141959336435,0.5339296071358336,0.9366086375289001,0.9491739984570005,1.0
