,Primary_CV_MAE,Shadow_CV_MAE,Public_MAE,Private_MAE,All_Test_MAE
Primary_CV_MAE,1.0,0.9358885017421605,0.7533236584370079,0.7792242491166762,0.7776692302647645
Shadow_CV_MAE,0.9358885017421605,1.0,0.7551493556160771,0.5146756092316871,0.726313103372981
Public_MAE,0.7533236584370079,0.7551493556160771,1.0,0.9155233525055564,0.9771224450271597
Private_MAE,0.7792242491166763,0.5146756092316871,0.9155233525055564,1.0,0.9735626212353632
All_Test_MAE,0.7776692302647645,0.726313103372981,0.9771224450271597,0.9735626212353632,1.0
