,Primary_CV_MAE,Shadow_CV_MAE,Public_MAE,Private_MAE,All_Test_MAE
Primary_CV_MAE,1.0,0.9126449186146367,0.7517156694760829,0.7698648670284095,0.7757662812602312
Shadow_CV_MAE,0.9126449186146367,1.0,0.6442666857932187,0.4431010195392107,0.6087843765341385
Public_MAE,0.7517156694760829,0.6442666857932187,1.0,0.9176734224499123,0.9834604406703881
Private_MAE,0.7698648670284095,0.4431010195392107,0.9176734224499123,1.0,0.9744621264537332
All_Test_MAE,0.7757662812602312,0.6087843765341385,0.9834604406703881,0.9744621264537332,1.0
