target,trajectory,policy,final_model,final_private_mae,private_regret
TmApp,79,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,79,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,79,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,80,CV_FIRST,STRESS::TmApp::BIO_ABLANG2_ENet,3.2742499773572127,0.0
TmApp,80,PUBLIC_FIRST,STRESS::TmApp::BIO_ABLANG2_ENet,3.2742499773572127,0.0
TmApp,80,BALANCED,STRESS::TmApp::BIO_ABLANG2_ENet,3.2742499773572127,0.0
TmApp,81,CV_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,81,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,81,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,82,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,82,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,82,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,83,CV_FIRST,STRESS::TmApp::ENSEMBLE_TOP2_CV,3.3546472348737737,0.08039725751656102
TmApp,83,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,83,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,84,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,84,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,84,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,85,CV_FIRST,STRESS::TmApp::ENSEMBLE_TOP2_CV,3.3546472348737737,0.08039725751656102
TmApp,85,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,85,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,86,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,86,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,86,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,87,CV_FIRST,STRESS::TmApp::BIO_ABLANG2_ENet,3.2742499773572127,0.0
TmApp,87,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,87,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,88,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,88,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,88,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,89,CV_FIRST,STRESS::TmApp::ENSEMBLE_TOP2_CV,3.3546472348737737,0.08039725751656102
TmApp,89,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,89,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,90,CV_FIRST,STRESS::TmApp::BIO_ABLANG2_ENet,3.2742499773572127,0.0
TmApp,90,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,90,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,91,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,91,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,91,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,92,CV_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,92,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,92,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,93,CV_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,93,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,93,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,94,CV_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,94,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,94,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,95,CV_FIRST,STRESS::TmApp::ENSEMBLE_TOP2_CV,3.3546472348737737,0.08039725751656102
TmApp,95,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,95,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,96,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,96,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,96,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,97,CV_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,97,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,97,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,98,CV_FIRST,STRESS::TmApp::ENSEMBLE_TOP2_CV,3.3546472348737737,0.08039725751656102
TmApp,98,PUBLIC_FIRST,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,98,BALANCED,TmApp__NESTED_STACK_MEAN__063c9d1b,3.430207328611208,0.15595735125399512
TmApp,99,CV_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,99,PUBLIC_FIRST,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
TmApp,99,BALANCED,TmApp__ENSEMBLE_TOP2_CV__2837d85b,3.3517733714767,0.0775233941194875
HIC,0,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,0,PUBLIC_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,0,BALANCED,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,1,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,1,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,1,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,2,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,2,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,2,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,3,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,3,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,3,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,4,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,4,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,4,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,5,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,5,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,5,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,6,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,6,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,6,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,7,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,7,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,7,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,8,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,8,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,8,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,9,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,9,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,9,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,10,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,10,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,10,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,11,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,11,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,11,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,12,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,12,PUBLIC_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,12,BALANCED,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,13,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,13,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,13,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,14,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,14,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,14,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,15,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,15,PUBLIC_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,15,BALANCED,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,16,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,16,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,16,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,17,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,17,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,17,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,18,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,18,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,18,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,19,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,19,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,19,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,20,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,20,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,20,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,21,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,21,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,21,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,22,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,22,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,22,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,23,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,23,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,23,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,24,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,24,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,24,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,25,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,25,PUBLIC_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,25,BALANCED,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,26,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,26,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,26,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,27,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,27,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,27,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,28,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,28,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,28,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,29,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,29,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,29,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,30,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,30,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,30,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,31,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,31,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,31,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,32,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,32,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,32,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,33,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,33,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,33,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,34,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,34,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,34,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,35,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,35,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,35,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,36,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,36,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,36,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,37,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,37,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,37,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,38,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,38,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,38,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,39,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,39,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,39,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,40,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,40,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,40,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,41,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,41,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,41,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,42,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,42,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,42,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,43,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,43,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,43,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,44,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,44,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,44,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,45,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,45,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,45,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,46,CV_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,46,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,46,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,47,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,47,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,47,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,48,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,48,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,48,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,49,CV_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,49,PUBLIC_FIRST,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,49,BALANCED,HIC__NESTED_STACK_NNLS__7dd49616,0.4312598336544275,0.0
HIC,50,CV_FIRST,STRESS::HIC::ENSEMBLE_TOP2_CV,0.4710360101918225,0.039776176537395014
HIC,50,PUBLIC_FIRST,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,50,BALANCED,STRESS::HIC::ENSEMBLE_TOP3_CV,0.45874463238246355,0.027484798728036053
HIC,51,CV_FIRST,HIC__ENSEMBLE_PUBLIC_BEST2__3b5c5830,0.4558586081790777,0.024598774524650202
HIC,51,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,51,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,52,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,52,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,52,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,53,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,53,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,53,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,54,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
HIC,54,PUBLIC_FIRST,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,54,BALANCED,HIC__ENSEMBLE_TOP2_PUBLIC__1deaf115,0.44938229706119553,0.01812246340676804
HIC,55,CV_FIRST,HIC__ENSEMBLE_CV_PUBLIC__398bf391,0.45826540519197684,0.027005571537549344
