target,policy,mean_private,mean_regret,median_regret,p90_regret
HIC,BALANCED,0.44757334194978016,0.01631350829535263,0.01812246340676804,0.01812246340676804
HIC,CV_FIRST,0.4548468652164939,0.023587031562066447,0.024598774524650202,0.039776176537395014
HIC,PUBLIC_FIRST,0.44757334194978016,0.01631350829535263,0.01812246340676804,0.01812246340676804
TmApp,BALANCED,3.3887192820012704,0.11446930464405788,0.15595735125399512,0.15595735125399512
TmApp,CV_FIRST,3.3596741070596163,0.08542412970240398,0.08039725751656102,0.15595735125399512
TmApp,PUBLIC_FIRST,3.3887192820012704,0.11446930464405788,0.15595735125399512,0.15595735125399512
