label,target,strategy,mean,median,p90,max
ALL_ELIGIBLE,TmApp,FOLLOW_CV,0.10824212052666222,0.07597148271884269,0.22958851677089864,0.3615050272855309
ALL_ELIGIBLE,TmApp,FOLLOW_PUBLIC,0.01586571210810961,0.0,0.06585484722759828,0.1252171262969055
ALL_ELIGIBLE,HIC,FOLLOW_CV,0.032373640956809335,0.026704672484078207,0.06167393480589548,0.0704162503863498
ALL_ELIGIBLE,HIC,FOLLOW_PUBLIC,0.0003306516977215808,0.0,0.000793564074531794,0.0009919550931647425
COMPETITIVE_SET,TmApp,FOLLOW_CV,,,,
COMPETITIVE_SET,TmApp,FOLLOW_PUBLIC,,,,
COMPETITIVE_SET,HIC,FOLLOW_CV,,,,
COMPETITIVE_SET,HIC,FOLLOW_PUBLIC,,,,
