label,target,n_unique_models,n_pairs,cv_public_spearman,cv_public_pearson,directional_agreement_rate,n_material_disagreements,material_disagreement_rate,n_private_follows_cv,n_private_follows_public,trustcv_rate,trustcv_ci_lo,trustcv_ci_hi,follow_cv_mean,follow_cv_median,follow_cv_p75,follow_cv_p90,follow_cv_max,follow_pub_mean,follow_pub_median,follow_pub_p75,follow_pub_p90,follow_pub_max,verdict
STRESS_COMPETITIVE,TmApp,5,10,0.8999999999999998,0.7869802239543235,1.0,0,0.0,0,0,,,,,,,,,,,,,,TOO_FEW_DISAGREEMENTS
STRESS_COMPETITIVE,HIC,6,15,0.7714285714285715,0.5754615555892989,0.8,0,0.0,0,0,,,,,,,,,,,,,,TOO_FEW_DISAGREEMENTS
STRESS_ALL,TmApp,38,703,0.0928196197152963,0.1388020062968032,0.5458452722063037,113,0.16189111747851004,53,57,0.4818181818181818,0.39238532110091745,0.5765765765765766,0.0625522569038568,0.00016740296542039346,0.08674731081111497,0.2107014499096196,0.5207954314591952,0.06820564764288274,0.0,0.13296172586087618,0.2037666349198024,0.3545412051590584,TRUST_CV_AMBIGUOUS
STRESS_ALL,HIC,37,666,0.849419042142202,0.9661582502177974,0.8459214501510574,17,0.0256797583081571,2,13,0.13333333333333333,0.0,0.3551470588235293,0.02673937821206028,0.024277964447216527,0.04116986146631485,0.055175536591616635,0.07537981369577662,0.0017787261184235112,0.0,0.0,0.0003967820372658974,0.02924638892003495,PUBLIC_AT_LEAST_AS_RELIABLE
