scheme,fold,seed,initial_lr,epoch,optimizer_step,learning_rate,train_loss,val_mae
primary,0,101,1e-05,1,7,1e-05,0.46818770468235016,0.6486247091582327
primary,0,101,1e-05,2,14,9.99938933078422e-06,0.4772935765130179,0.630972804445209
primary,0,101,1e-05,3,21,9.997557473810373e-06,0.4739918368203299,0.6147242459383878
primary,0,101,1e-05,4,28,9.994504881061752e-06,0.4551769665309361,0.6008716641050397
primary,0,101,1e-05,5,35,9.990232305719944e-06,0.41355432995728086,0.5890895092126095
primary,0,101,1e-05,6,42,9.984740801978984e-06,0.4098107506121908,0.5782332275853013
primary,0,101,1e-05,7,49,9.978031724785247e-06,0.40089930487530573,0.5700700644290808
primary,0,101,1e-05,8,56,9.97010672950314e-06,0.39830322350774494,0.5627939339840051
primary,0,101,1e-05,9,63,9.960967771506666e-06,0.3904634586402348,0.5580345789591471
primary,0,101,1e-05,10,70,9.950617105696961e-06,0.42083245728697094,0.5535630023840702
primary,0,101,1e-05,11,77,9.939057285945933e-06,0.43683140192713055,0.5486715779160009
primary,0,101,1e-05,12,84,9.926291164466131e-06,0.38811643953834263,0.5446770985921224
primary,0,101,1e-05,13,91,9.91232189110701e-06,0.4837332729782377,0.5420316060384115
primary,0,101,1e-05,14,98,9.897152912577742e-06,0.3984320206301553,0.5402704007697828
primary,0,101,1e-05,15,105,9.8807879715968e-06,0.3846093107547079,0.5376600207704486
primary,0,101,1e-05,16,112,9.8632311059685e-06,0.38739694016320364,0.5356380000258937
primary,0,101,1e-05,17,119,9.844486647586724e-06,0.5806573033332825,0.5339579726710464
primary,0,101,1e-05,18,126,9.824559221366101e-06,0.38032362503664835,0.5333042433767607
primary,0,101,1e-05,19,133,9.803453744100868e-06,0.430349452154977,0.5325426621870561
primary,0,101,1e-05,20,140,9.781175423251734e-06,0.7662516364029476,0.5325551177516128
primary,0,101,1e-05,21,147,9.757729755661012e-06,0.3737957506839718,0.5327598109389796
primary,0,101,1e-05,22,154,9.73312252619635e-06,0.5515785089560917,0.5330145575783469
primary,0,101,1e-05,23,161,9.707359806323418e-06,0.37717516287895186,0.5326462658968839
primary,0,101,1e-05,24,168,9.680447952607845e-06,0.4028956549508231,0.5327099019830878
primary,0,101,1e-05,25,175,9.652393605146845e-06,0.42121323730264393,0.5326562650275953
primary,0,101,1e-05,26,182,9.62320368593087e-06,0.37987679136650904,0.531565810694839
primary,0,101,1e-05,27,189,9.592885397135707e-06,0.40658568910190035,0.5304088592529297
primary,0,101,1e-05,28,196,9.561446219345455e-06,0.37781906433935675,0.5298920544711027
primary,0,101,1e-05,29,203,9.528893909706798e-06,0.4008314481803349,0.529581676829945
primary,0,101,1e-05,30,210,9.495236500015048e-06,0.3989899158477783,0.5288348920417555
primary,0,101,1e-05,31,217,9.460482294732422e-06,0.36756142235909856,0.5282971064249674
primary,0,101,1e-05,32,224,9.424639868939035e-06,0.3870556628597634,0.5279872778690222
primary,0,101,1e-05,33,231,9.387718066217125e-06,0.479378274508885,0.5280571272878936
primary,0,101,1e-05,34,238,9.349725996469047e-06,0.3802984745374748,0.5287995771928267
primary,0,101,1e-05,35,245,9.310673033669522e-06,0.3990411790353911,0.5284934188380386
primary,0,101,1e-05,36,252,9.270568813552757e-06,0.38201193298612324,0.528984850103205
primary,0,101,1e-05,37,259,9.229423231234975e-06,0.3749158141186594,0.5294611959746389
primary,0,101,1e-05,38,266,9.18724643877294e-06,0.39607020148209165,0.5299247683900775
primary,0,101,1e-05,39,273,9.144048842659081e-06,0.3872637780649321,0.5296015016960375
primary,0,101,1e-05,40,280,9.099841101253867e-06,0.37581130489706993,0.5292039640022047
primary,0,101,1e-05,41,287,9.054634122155991e-06,0.40519984492233824,0.5284956440781102
primary,0,101,1e-05,42,294,9.0084390595111e-06,0.4680067556244986,0.5278873732595732
primary,0,101,1e-05,43,301,8.961267311259668e-06,0.3974402781043734,0.5281057068795869
primary,0,101,1e-05,44,308,8.913130516324733e-06,0.5825971215963364,0.5280946095784506
primary,0,101,1e-05,45,315,8.864040551740158e-06,0.4278151201350348,0.5280360886544893
primary,0,101,1e-05,46,322,8.814009529720155e-06,0.38046349585056305,0.5283812320593632
primary,0,101,1e-05,47,329,8.763049794670776e-06,0.36457841282494236,0.5288034785877574
primary,0,101,1e-05,48,336,8.711173920144118e-06,0.42243220124925884,0.5289090185454397
primary,0,101,1e-05,49,343,8.658394705735988e-06,0.4189016542264393,0.5291068337180398
primary,0,101,1e-05,50,350,8.604725173927786e-06,0.3832560197583267,0.528730854843602
primary,0,101,1e-05,51,357,8.550178566873412e-06,0.37890442088246346,0.528313463384455
primary,0,101,1e-05,52,364,8.494768343131955e-06,0.37266557291150093,0.5278072357177734
primary,0,101,1e-05,53,371,8.43850817434701e-06,0.4022669110979353,0.5277434551354611
primary,0,101,1e-05,54,378,8.381411941873379e-06,0.3693835054790335,0.5279166481711648
primary,0,101,1e-05,55,385,8.323493733352078e-06,0.5818048279200282,0.5278447469075521
primary,0,101,1e-05,56,392,8.26476783923441e-06,0.40123505677495686,0.5277935663859049
primary,0,101,1e-05,57,399,8.205248749256014e-06,0.3741032053325658,0.5273208907156279
primary,0,101,1e-05,58,406,8.144951148861743e-06,0.36716672006462303,0.5275057590369022
primary,0,101,1e-05,59,413,8.083889915582235e-06,0.6574884951114655,0.5273762327252012
primary,0,101,1e-05,60,420,8.022080115363127e-06,0.3785912107144083,0.5276132930408824
primary,0,101,1e-05,61,427,7.959536998847744e-06,0.5635602899960109,0.5270748138427734
primary,0,101,1e-05,62,434,7.89627599761423e-06,0.3826748090130942,0.5273868387395685
primary,0,101,1e-05,63,441,7.832312720368048e-06,0.3697999490957175,0.5269809491706617
primary,0,101,1e-05,64,448,7.767662949090754e-06,0.3683945521313165,0.5265708114161636
primary,0,101,1e-05,65,455,7.702342635146033e-06,0.37016373806233915,0.5267392071810636
primary,0,101,1e-05,66,462,7.636367895343947e-06,0.37398612073489595,0.5262262459957239
primary,0,101,1e-05,67,469,7.5697550079643376e-06,0.5145778443132129,0.5260704213922675
primary,0,101,1e-05,68,476,7.502520408740418e-06,0.38409414887428284,0.5262958642208215
primary,0,101,1e-05,69,483,7.43468068680349e-06,0.8983048285756793,0.526334675875577
primary,0,101,1e-05,70,490,7.366252580589839e-06,0.379767651536635,0.5268704096476237
primary,0,101,1e-05,71,497,7.297252973710756e-06,0.3863284204687391,0.5272911245172675
primary,0,101,1e-05,72,504,7.227698890786779e-06,0.3702415201280798,0.5280556245283647
primary,0,101,1e-05,73,511,7.15760749324711e-06,0.3919518462249211,0.5284614851980498
primary,0,101,1e-05,74,518,7.086996075095289e-06,0.39374908592019764,0.5278392560554274
primary,0,101,1e-05,75,525,7.015882058642164e-06,0.3936661513788359,0.5270924712672378
primary,0,101,1e-05,76,532,6.9442829902071945e-06,0.37348934954830576,0.5268273498072769
primary,0,101,1e-05,77,539,6.8722165357891564e-06,0.5864113079650062,0.5264750104961973
primary,0,101,1e-05,78,546,6.799700476707323e-06,0.4070251200880323,0.5265353231719045
primary,0,101,1e-05,79,553,6.726752705214193e-06,0.41133130873952595,0.526406259247751
primary,0,101,1e-05,80,560,6.65339122008084e-06,0.3658493778535298,0.526292829802542
primary,0,101,1e-05,81,567,6.57963412215599e-06,0.37278847715684343,0.5263795274676699
primary,0,101,1e-05,82,574,6.505499609899905e-06,0.462592071720532,0.5258455854473691
primary,0,101,1e-05,83,581,6.431005974894185e-06,0.36124835828585283,0.5258419152462122
primary,0,101,1e-05,84,588,6.356171597328595e-06,0.3917000112789018,0.5255642515240293
primary,0,101,1e-05,85,595,6.28101494146603e-06,0.4134646313531058,0.5254479610558712
primary,0,101,1e-05,86,602,6.205554551086732e-06,0.3740776741313831,0.5250817501183712
primary,0,101,1e-05,87,609,6.129809044912887e-06,0.45717000535556246,0.5247998960090406
primary,0,101,1e-05,88,616,6.053797112014738e-06,0.3867426429476057,0.5246742132938269
primary,0,101,1e-05,89,623,5.977537507199338e-06,0.3665825679532385,0.5248993960293856
primary,0,101,1e-05,90,630,5.901049046383077e-06,0.37178661887134823,0.5248586770259973
primary,0,101,1e-05,91,637,5.824350601949143e-06,0.36616742444623795,0.5246796463475083
primary,0,101,1e-05,92,644,5.7474610980910354e-06,0.36416710700307575,0.524516654737068
primary,0,101,1e-05,93,651,5.6703995061433075e-06,0.37381500378251076,0.524412270748254
primary,0,101,1e-05,94,658,5.5931848399006745e-06,0.6523370615073613,0.5241091179125237
primary,0,101,1e-05,95,665,5.515836150926646e-06,0.3682376534811088,0.5241812214706884
primary,0,101,1e-05,96,672,5.438372523852833e-06,0.37067163416317533,0.5239643906102036
primary,0,101,1e-05,97,679,5.360813071670101e-06,0.8210558742284775,0.523169604214755
primary,0,101,1e-05,98,686,5.283176931012731e-06,0.3748596427696092,0.5230693239154238
primary,0,101,1e-05,99,693,5.205483257436735e-06,0.7897632867097855,0.5228162534309156
primary,0,101,1e-05,100,700,5.127751220693512e-06,0.3702513820358685,0.5229641596476237
primary,0,101,1e-05,101,707,5.05e-06,0.36173059538538965,0.5233037833011511
primary,0,101,1e-05,102,714,4.972248779306488e-06,0.39476234359400614,0.5234272696755149
primary,0,101,1e-05,103,721,4.8945167425632645e-06,0.36257474097822395,0.5233982548569188
primary,0,101,1e-05,104,728,4.816823068987269e-06,0.3841327003070286,0.5234851837158203
primary,0,101,1e-05,105,735,4.7391869283298985e-06,0.3684812321859811,0.5238224954316111
primary,0,101,1e-05,106,742,4.661627476147168e-06,0.37878004887274336,0.5237893191250887
primary,0,101,1e-05,107,749,4.584163849073354e-06,0.3624381074415786,0.5240065545746775
primary,0,101,1e-05,108,756,4.506815160099326e-06,0.7328447614397321,0.5238467996770685
primary,0,101,1e-05,109,763,4.429600493856694e-06,0.37533251302582876,0.5239839553833008
primary,0,101,1e-05,110,770,4.352538901908967e-06,0.370537237397262,0.5237520391290839
primary,0,101,1e-05,111,777,4.275649398050858e-06,0.37880720836775644,0.5237275903875177
primary,0,101,1e-05,112,784,4.198950953616922e-06,0.36834307866437094,0.523553010189172
primary,0,101,1e-05,113,791,4.122462492800663e-06,0.3626690863831235,0.5233833428585168
primary,0,101,1e-05,114,798,4.046202887985263e-06,0.3618875513119357,0.5231057947332208
primary,0,101,1e-05,115,805,3.970190955087116e-06,0.3979367996965136,0.5229477448896929
primary,0,101,1e-05,116,812,3.894445448913268e-06,0.3730668803410871,0.522554079691569
primary,0,101,1e-05,117,819,3.818985058533969e-06,0.3692577992166792,0.5225300355391069
primary,0,101,1e-05,118,826,3.7438284026714044e-06,0.3773206908788,0.5224083987149325
primary,0,101,1e-05,119,833,3.6689940251058153e-06,0.37037480782185284,0.5221269202954841
primary,0,101,1e-05,120,840,3.594500390100096e-06,0.36751930841377806,0.5218199238632665
primary,0,101,1e-05,121,847,3.5203658778440116e-06,0.7959005449499402,0.5218769420276989
primary,0,101,1e-05,122,854,3.4466087799191603e-06,0.36106960031143637,0.5220401937311346
primary,0,101,1e-05,123,861,3.3732472947858077e-06,0.3588599910560463,0.5221349542791193
primary,0,101,1e-05,124,868,3.300299523292678e-06,0.3609613497142813,0.5223817536325166
primary,0,101,1e-05,125,875,3.227783464210845e-06,0.7407736693109784,0.5224182822487571
primary,0,101,1e-05,126,882,3.155717009792807e-06,0.4568960836955479,0.5226019079034979
primary,0,101,1e-05,127,889,3.0841179413578354e-06,0.37829684146812986,0.5227200479218455
primary,0,101,1e-05,128,896,3.0130039249047117e-06,0.4016067555972508,0.522866509177468
