scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,22,154,0.0009733122526196349,0.42052557974150684,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/primary_k0_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
primary,1,0.001,1e-05,12,72,0.000992629116446613,0.44226184035792493,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/primary_k1_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
primary,2,0.001,1e-05,27,189,0.0009592885397135706,0.36757582426071167,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/primary_k2_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
primary,3,0.001,1e-05,5,35,0.0009990232305719944,0.4830481708049774,35,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/primary_k3_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
primary,4,0.001,1e-05,13,91,0.000991232189110701,0.3906259536743164,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/primary_k4_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
shadow,0,0.001,1e-05,11,77,0.0009939057285945933,0.3918087699196555,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
shadow,1,0.01,0.0001,18,126,0.0098245592213661,0.46824732422828674,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/shadow_k1_lr1e-02_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
shadow,2,0.001,1e-05,12,84,0.000992629116446613,0.41489648818969727,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
shadow,3,0.001,1e-05,21,147,0.0009757729755661011,0.35772959391276044,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
shadow,4,0.0001,1.0000000000000002e-06,42,294,9.0084390595111e-05,0.3935457468032837,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H090_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,34291f0f367252c6,101,8c83b5769c991d70763bf4d44583121d997eeae66ec92ebff5965e593a810e93,F1_SURFACE
