target,model,corrected_mae,corrected_pearson_fisher_z,corrected_pearson_agg,corrected_rmse,corrected_spearman,b4_reported_mae,b4_reported_pearson,delta_mae_corrected_minus_b4,delta_pearson_corrected_minus_b4
HIC,NESTED_STACK_MEAN,0.4761148605433945,0.5646619808693094,0.5501584857676175,0.6706566261127346,0.52423308248799,,,,
HIC,NESTED_STACK_MEDIAN,0.4840240544443102,0.5534456672336052,0.5454338173798039,0.6763929405185405,0.526869153341764,,,,
HIC,NESTED_STACK_NNLS,0.47305309959819275,0.5751882382177137,0.5640973216570419,0.6618106519066443,0.5578883217567976,0.4691,0.5479,0.003953099598192733,0.016197321657041797
HIC,NESTED_STACK_RIDGE,0.4759666105116238,0.5657075875060411,0.5479427136076879,0.6730331698309406,0.5436722779838894,,,,
TmApp,NESTED_STACK_MEAN,2.849252818094404,0.5557650267811033,0.5770272634565022,3.7188090809166123,0.5456611454609004,,,,
TmApp,NESTED_STACK_MEDIAN,3.025889431376126,0.5375073216420646,0.5658760036605593,3.867568467290392,0.5370331499222762,,,,
TmApp,NESTED_STACK_NNLS,2.8839438997243954,0.5462394636312674,0.5655538411788664,3.7382053919629454,0.5359202367041733,,,,
TmApp,NESTED_STACK_RIDGE,2.8688650018894384,0.5387036938520356,0.5611622410399018,3.7565482846571694,0.5271461592625838,2.6148,0.5956,0.2540650018894386,-0.034437758960098264
