target,tag,model,repeat,fold,pearson,mae,rmse,spearman
TmApp,NESTED_STACK_MEDIAN,median,1,2,0.49025362928087146,3.0459991799870743,4.065824957759937,0.4812206528731979
TmApp,NESTED_STACK_NNLS,nnls,1,2,0.4398852454483452,3.1208625416978597,3.993699914178671,0.4154660751141884
TmApp,NESTED_STACK_RIDGE,ridge,1,2,0.4118245282471801,3.157991102428774,3.950809506037102,0.42097623526159145
TmApp,BIO/Ridge,nested_refit,1,2,0.23266525722396464,3.4445001100207433,4.323450101991434,0.2058963175079599
TmApp,PLM_ABLANG2/ElasticNet,nested_refit,1,2,0.49855021805331373,3.089881997640882,4.117762060297445,0.4959144132662726
TmApp,FUSION_ABLANG2_BIO/ElasticNet,nested_refit,1,2,0.5005278162073943,3.1306407366621176,4.099441017052641,0.475343148715968
TmApp,NESTED_STACK_MEAN,mean,1,3,0.515490837559917,2.574464861507197,3.529466471913231,0.509248401534788
TmApp,NESTED_STACK_MEDIAN,median,1,3,0.5337879384897424,2.6903828937347685,3.6429534374982637,0.502625228682457
TmApp,NESTED_STACK_NNLS,nnls,1,3,0.42801388047090927,2.8785182101767757,3.8477723701817768,0.4205714761230222
TmApp,NESTED_STACK_RIDGE,ridge,1,3,0.4361251793566412,2.8771235874068952,3.9137830813807932,0.42903441921211194
TmApp,BIO/Ridge,nested_refit,1,3,0.2092071854677788,3.6096165336382606,4.524716621391466,0.27394178825335963
TmApp,PLM_ABLANG2/ElasticNet,nested_refit,1,3,0.5069073724970463,2.8153003865145623,3.849116756153472,0.4610464213317121
TmApp,FUSION_ABLANG2_BIO/ElasticNet,nested_refit,1,3,0.5231685068310166,2.9189075498081722,3.7578212696125495,0.5151356662924156
TmApp,NESTED_STACK_MEAN,mean,1,4,0.4920781918487368,2.9564399611901613,3.821577593911849,0.5810779112616049
TmApp,NESTED_STACK_MEDIAN,median,1,4,0.4613011596056277,3.0940259590646075,4.01939530590901,0.5359278271901095
TmApp,NESTED_STACK_NNLS,nnls,1,4,0.5167839871001874,2.8727255882514267,3.7162965891848483,0.6275127538229397
TmApp,NESTED_STACK_RIDGE,ridge,1,4,0.5149917273740829,2.869363524904358,3.7183075453604055,0.6258609214788606
TmApp,BIO/Ridge,nested_refit,1,4,0.4211718147030855,3.3506181258959247,4.082323795838039,0.4469124175369577
TmApp,PLM_ABLANG2/ElasticNet,nested_refit,1,4,0.4292339928356572,3.4274749492620247,4.231216268095359,0.520327188384918
TmApp,FUSION_ABLANG2_BIO/ElasticNet,nested_refit,1,4,0.4125840774244791,3.2718886855480314,4.289733186461429,0.4975686094220502
TmApp,NESTED_STACK_MEAN,mean,2,0,0.6313057487746314,2.867643310854295,3.980244961072519,0.7060115772871624
TmApp,NESTED_STACK_MEDIAN,median,2,0,0.6006431672064486,3.0795072305399387,4.091052603410965,0.676545597300788
TmApp,NESTED_STACK_NNLS,nnls,2,0,0.6547528504944479,2.724758179972069,3.9268567487039587,0.708188041717974
TmApp,NESTED_STACK_RIDGE,ridge,2,0,0.633576876981966,2.7620216059574827,4.027960675124836,0.6822378888890649
TmApp,BIO/Ridge,nested_refit,2,0,0.6961026468856288,2.827305524545663,4.04152657714687,0.7460250387459321
TmApp,PLM_ABLANG2/ElasticNet,nested_refit,2,0,0.5561443337970087,3.261092895223704,4.2946100919210695,0.6449031528836019
TmApp,FUSION_ABLANG2_BIO/ElasticNet,nested_refit,2,0,0.5550825199360208,3.298386664426371,4.321588316393664,0.6217991458488311
TmApp,NESTED_STACK_MEAN,mean,2,1,0.7237587531436418,2.393852306541055,3.0142891242915844,0.7327373837607684
TmApp,NESTED_STACK_MEDIAN,median,2,1,0.6741266691987824,2.753797708241951,3.4090499982433027,0.7012649989887727
TmApp,NESTED_STACK_NNLS,nnls,2,1,0.7298055686808216,2.3419880686852315,2.934876695674257,0.7342440404785766
TmApp,NESTED_STACK_RIDGE,ridge,2,1,0.720773352374896,2.2557078349283843,2.877051915373709,0.7342440404785766
TmApp,BIO/Ridge,nested_refit,2,1,0.6779210834745855,2.559603809228573,3.2101218921929044,0.7084634699738569
TmApp,PLM_ABLANG2/ElasticNet,nested_refit,2,1,0.6536855692076127,2.7393816478897435,3.4599572950346333,0.6734755528603087
TmApp,FUSION_ABLANG2_BIO/ElasticNet,nested_refit,2,1,0.6857376340748985,2.9223840885616075,3.5439245486695548,0.6892117452463065
TmApp,NESTED_STACK_MEAN,mean,2,2,0.45209004782937173,3.6474146987263163,4.550434491927474,0.42750974707578154
TmApp,NESTED_STACK_MEDIAN,median,2,2,0.468363831906286,3.744748580459701,4.651820279625114,0.4383444013186815
TmApp,NESTED_STACK_NNLS,nnls,2,2,0.4073337147242161,3.6636122359854326,4.566897335746192,0.4269588324532612
TmApp,NESTED_STACK_RIDGE,ridge,2,2,0.4235300238481041,3.6142708451505454,4.396229798679016,0.4218169626430714
