scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.0001,1.0000000000000002e-06,45,315,8.864040551740158e-05,0.4978709654374556,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/primary_k0_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
primary,1,0.0001,1.0000000000000002e-06,7,42,9.978031724785247e-05,0.5092413931181936,37,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/primary_k1_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
primary,2,0.001,1e-05,36,252,0.0009270568813552756,0.3625882565975189,66,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/primary_k2_lr1e-03_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
primary,3,0.001,1e-05,45,315,0.0008864040551740157,0.5272236466407776,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/primary_k3_lr1e-03_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
primary,4,0.001,1e-05,4,28,0.0009994504881061753,0.44786694645881653,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/primary_k4_lr1e-03_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
shadow,0,0.0001,1.0000000000000002e-06,2,14,9.99938933078422e-05,0.5052643978234493,32,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
shadow,1,0.0001,1.0000000000000002e-06,23,161,9.707359806323417e-05,0.4579385817050934,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
shadow,2,0.0001,1.0000000000000002e-06,52,364,8.494768343131955e-05,0.4592708349227905,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
shadow,3,1e-05,1.0000000000000001e-07,11,77,9.939057285945933e-06,0.5365529493852095,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/shadow_k3_lr1e-05_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
shadow,4,0.0001,1.0000000000000002e-06,67,469,7.569755007964338e-05,0.37914082407951355,97,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H118_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,298fe513cde049df,101,275b3f1e36d8989c1e14f7b71e1d835f2915a21881a9a17c01e10962edc1e9cc,FS_HIC_SOURCE_SAP24_SCM24
