transformer_variant,fixed_recipe,variant_id,primary_mae,shadow_mae,cv_mean_mae,cv_worst_mae,seed_disp_primary,seed_disp_shadow,linear_primary,linear_shadow,linear_worst,delta_primary,delta_shadow,delta_worst,config_hash,best_epochs_primary,n_trainable_parameters
AL2F3_FULL_MEAN,TM_PARENT_ABLINGUA_CDR3__RIDGE,AL2F3_FULL_MEAN__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE,2.8071855301719637,2.884016633524326,2.8456010818481445,2.884016633524326,0.06764051543304893,0.022664711725012315,2.732072376654289,2.784957206877823,2.784957206877823,-0.07511315351767456,-0.09905942664650258,-0.09905942664650258,a21a007117592f1b,"{'101': [47, 24, 10, 24, 24], '202': [27, 42, 7, 25, 15], '303': [15, 28, 12, 10, 30]}",435970
AL2F3_FULL_MEAN,TM_PARENT_ABLINGUA_GLOBAL__RIDGE,AL2F3_FULL_MEAN__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE,2.7232340588981714,2.955300617610476,2.8392673382543236,2.955300617610476,0.08493622937948625,0.09623863027107725,2.7466001170280285,2.822725206703513,2.822725206703513,0.023366058129857148,-0.1325754109069628,-0.1325754109069628,c48934720784043a,"{'101': [17, 33, 27, 27, 26], '202': [43, 18, 8, 138, 39], '303': [14, 41, 22, 93, 25]}",433922
AL2F3_FULL_MEAN,TM_BASE_BIOEMU_MPNN__RIDGE,AL2F3_FULL_MEAN__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE,2.7210838098094294,2.8346160841576853,2.777849946983557,2.8346160841576853,0.13092813120417643,0.09794674924869656,2.702681240871287,2.845936772811553,2.845936772811553,-0.018402568938142405,0.011320688653867705,0.011320688653867705,4f54e4e972913219,"{'101': [19, 26, 13, 11, 19], '202': [9, 31, 8, 35, 37], '303': [54, 24, 13, 18, 30]}",431874
