scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.01,0.0001,41,287,0.00905463412215599,0.37349192301432294,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/primary_k0_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
primary,1,0.0001,1.0000000000000002e-06,67,402,7.569755007964338e-05,0.44793351491292316,97,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/primary_k1_lr1e-04_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
primary,2,0.001,1e-05,28,196,0.0009561446219345453,0.3294273614883423,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/primary_k2_lr1e-03_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
primary,3,0.01,0.0001,59,413,0.008083889915582234,0.49788224697113037,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/primary_k3_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
primary,4,0.01,0.0001,14,98,0.00989715291257774,0.3767428994178772,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/primary_k4_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
shadow,0,0.0001,1.0000000000000002e-06,68,476,7.502520408740418e-05,0.3954474131266276,98,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
shadow,1,0.01,0.0001,34,238,0.009349725996469048,0.5014244019985199,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/shadow_k1_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
shadow,2,0.01,0.0001,55,385,0.008323493733352076,0.4185722768306732,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/shadow_k2_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
shadow,3,0.01,0.0001,38,266,0.009187246438772938,0.3323568575309985,68,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
shadow,4,0.01,0.0001,15,105,0.0098807879715968,0.40522778034210205,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H086_run/checkpoints/shadow_k4_lr1e-02_seed101.pt,d46c30892ffb4f27,101,a0db183d86e608e3c29b74ee94a20e1154cd03890d684cbf3098d530077c8ea0,F1_SURFACE
