model,overall_MAE,Spearman,HIGH_MAE,HIGH_to_LOW_rate,note
ORGANIZER_ONLY_ORACLE_Ridge,0.5429409883990194,0.06330439546078752,1.8605276550388201,0.5,ORGANIZER-ONLY ORACLE — not a participant model
