feature,spearman_vs_HIC,median_HIGH,median_nonHIGH,cliffs_delta
PL_anarci_vl_mutfrac_excl_CDR3,-0.10887356631598671,0.0337078651685393,0.0638297872340425,-0.328963640860747
PL_vl_mutfrac_excl_CDR3,-0.10887356631598671,0.0337078651685393,0.0638297872340425,-0.328963640860747
PL_vl_germline_distance,-0.10171071258615343,0.032258064516129,0.0638297872340425,-0.3336631214444719
PL_anarci_vl_germline_distance,-0.10171071258615343,0.032258064516129,0.0638297872340425,-0.3336631214444719
PL_combined_germline_distance,-0.07652367814118584,0.0161290322580645,0.0883984028393966,-0.38980954736581747
PL_vh_mutfrac_excl_CDR3,-0.06642246806784742,0.0208333333333333,0.1041666666666666,-0.4039079891169923
PL_anarci_vh_mutfrac_excl_CDR3,-0.06642246806784742,0.0208333333333333,0.1041666666666666,-0.4039079891169923
PL_anarci_vh_germline_distance,-0.06446949348757486,0.0204081632653061,0.1020408163265306,-0.3982191441998516
PL_vh_germline_distance,-0.06446949348757486,0.0204081632653061,0.1020408163265306,-0.3982191441998516
