scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,22,154,0.0009733122526196349,0.4736860920299183,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/primary_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,1,0.001,1e-05,39,234,0.0009144048842659081,0.4715818807428533,69,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/primary_k1_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,2,0.001,1e-05,42,294,0.0009008439059511099,0.43378569841384884,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/primary_k2_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,3,0.001,1e-05,51,357,0.000855017856687341,0.4827117750644683,81,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/primary_k3_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,4,0.0001,1.0000000000000002e-06,80,560,6.65339122008084e-05,0.4675188808441163,110,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/primary_k4_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,0,0.001,1e-05,25,175,0.0009652393605146844,0.4749945759628758,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,1,0.001,1e-05,33,231,0.0009387718066217125,0.45681440591812134,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,2,0.001,1e-05,15,105,0.00098807879715968,0.46310482168197636,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,3,0.001,1e-05,27,189,0.0009592885397135706,0.5263526324647845,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,4,0.001,1e-05,13,91,0.000991232189110701,0.4256001682281494,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H072_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
