scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,18,126,0.00098245592213661,0.49086472482392285,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/primary_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
primary,1,0.001,1e-05,4,24,0.0009994504881061753,0.5228591687751539,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/primary_k1_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
primary,2,0.001,1e-05,21,147,0.0009757729755661011,0.3719625174999237,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/primary_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
primary,3,0.001,1e-05,27,189,0.0009592885397135706,0.42978358268737793,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/primary_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
primary,4,0.001,1e-05,22,154,0.0009733122526196349,0.42845696210861206,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/primary_k4_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
shadow,0,0.001,1e-05,59,413,0.0008083889915582234,0.445201266895641,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
shadow,1,0.001,1e-05,27,189,0.0009592885397135706,0.4194245934486389,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
shadow,2,0.001,1e-05,14,98,0.0009897152912577741,0.47028398513793945,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
shadow,3,0.001,1e-05,32,224,0.0009424639868939033,0.45662628520618787,62,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
shadow,4,0.001,1e-05,12,84,0.000992629116446613,0.4476087689399719,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H098_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,accb43c4ef7a9742,101,f6d4849cc435b5eb6bbb0985e6b23427e2af36ae09a6f21267a8be751e74ec33,FS_HIC_STATIC_SAP_KD_GLOBAL3
