scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,16,112,0.00098632311059685,2.8275874744762075,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/primary_k0_lr1e-03_seed101.pt,649131418599f207,101
primary,1,0.001,1e-05,22,132,0.0009733122526196349,3.5474677808357007,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/primary_k1_lr1e-03_seed101.pt,649131418599f207,101
primary,2,0.0001,1.0000000000000002e-06,24,168,9.680447952607845e-05,2.977531671524048,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/primary_k2_lr1e-04_seed101.pt,649131418599f207,101
primary,3,0.0001,1.0000000000000002e-06,20,140,9.781175423251735e-05,2.606078624725342,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/primary_k3_lr1e-04_seed101.pt,649131418599f207,101
primary,4,0.001,1e-05,57,399,0.0008205248749256015,2.9769904613494873,87,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/primary_k4_lr1e-03_seed101.pt,649131418599f207,101
shadow,0,0.0001,1.0000000000000002e-06,21,147,9.757729755661011e-05,2.6418558756510415,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,649131418599f207,101
shadow,1,0.0001,1.0000000000000002e-06,18,126,9.824559221366101e-05,3.3731749057769775,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,649131418599f207,101
shadow,2,0.0001,1.0000000000000002e-06,97,679,5.360813071670102e-05,2.819950580596924,127,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,649131418599f207,101
shadow,3,0.0001,1.0000000000000002e-06,22,154,9.73312252619635e-05,3.262117790453362,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,649131418599f207,101
shadow,4,0.001,1e-05,26,182,0.000962320368593087,2.7058000564575195,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T081_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,649131418599f207,101
