id,S3_hydro_n,S3_hydro_n_edges,S3_hydro_density,S3_hydro_mean_deg,S3_hydro_max_deg,S3_hydro_clustering,S3_hydro_largest_n,S3_hydro_largest_sasa,S3_aro_in_largest_hydro,S3_largest_hydro_heavy_frac,S3_aromatic_n,S3_aromatic_n_edges,S3_aromatic_density,S3_aromatic_mean_deg,S3_aromatic_max_deg,S3_aromatic_clustering,S3_aromatic_largest_n,S3_aromatic_largest_sasa,S3_charged_n,S3_charged_n_edges,S3_charged_density,S3_charged_mean_deg,S3_charged_max_deg,S3_charged_clustering,S3_charged_largest_n,S3_charged_largest_sasa,S3_exposed_n,S3_exposed_n_edges,S3_exposed_density,S3_exposed_mean_deg,S3_exposed_max_deg,S3_exposed_clustering,S3_exposed_largest_n,S3_exposed_largest_sasa
ADI-45370,31,18,0.03870967741935484,1.1612903225806452,3.0,0.12903225806451613,4,1.8399999999999999,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.48,22,7,0.030303030303030304,0.6363636363636364,2.0,0.13636363636363635,3,1.52,114,165,0.025617140195621797,2.8947368421052633,6.0,0.5403508771929825,32,14.959999999999999
ADI-45373,22,4,0.017316017316017316,0.36363636363636365,1.0,0.0,2,0.8,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,21,6,0.02857142857142857,0.5714285714285714,2.0,0.14285714285714285,3,1.44,113,169,0.02670670037926675,2.9911504424778763,6.0,0.5398230088495576,31,13.719999999999999
ADI-45375,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,0.56,0.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,1.04,27,10,0.02849002849002849,0.7407407407407407,2.0,0.2222222222222222,3,1.44,116,162,0.024287856071964018,2.793103448275862,6.0,0.5477011494252874,32,14.919999999999998
ADI-45378,28,10,0.026455026455026454,0.7142857142857143,3.0,0.08333333333333333,4,1.56,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,29,8,0.019704433497536946,0.5517241379310345,2.0,0.0,3,1.52,121,182,0.025068870523415977,3.0082644628099175,5.0,0.4889807162534435,32,13.959999999999999
ADI-45379,22,3,0.012987012987012988,0.2727272727272727,1.0,0.0,2,0.76,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,30,16,0.0367816091954023,1.0666666666666667,3.0,0.27777777777777773,5,2.0399999999999996,114,161,0.024996118615121875,2.824561403508772,6.0,0.49502923976608193,27,12.319999999999999
ADI-45382,22,5,0.021645021645021644,0.45454545454545453,1.0,0.0,2,0.96,0.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,1.08,23,9,0.03557312252964427,0.782608695652174,2.0,0.13043478260869565,3,1.3199999999999998,125,197,0.025419354838709676,3.152,7.0,0.5540571428571429,31,14.040000000000001
ADI-45383,27,5,0.014245014245014245,0.37037037037037035,1.0,0.0,2,0.84,0.0,1.0,7.0,1.0,0.047619047619047616,0.2857142857142857,1.0,0.0,2,1.1600000000000001,25,8,0.02666666666666667,0.64,2.0,0.12,3,1.3199999999999998,121,176,0.024242424242424242,2.909090909090909,5.0,0.5146005509641873,31,13.96
ADI-45388,27,9,0.02564102564102564,0.6666666666666666,3.0,0.08641975308641976,4,2.16,2.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,0.7999999999999999,23,7,0.02766798418972332,0.6086956521739131,2.0,0.0,4,1.96,119,172,0.02449793476712719,2.8907563025210083,6.0,0.5022408963585433,28,11.52
ADI-45389,25,5,0.016666666666666666,0.4,1.0,0.0,2,0.56,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,18,7,0.0457516339869281,0.7777777777777778,2.0,0.0,3,1.56,117,167,0.024609490126731505,2.8547008547008548,6.0,0.5096866096866096,29,11.879999999999999
ADI-45390,25,6,0.02,0.48,2.0,0.0,3,1.3599999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,18,6,0.0392156862745098,0.6666666666666666,2.0,0.0,3,1.56,117,164,0.024167403477748307,2.8034188034188032,6.0,0.47663817663817665,28,11.599999999999998
ADI-45391,26,9,0.027692307692307693,0.6923076923076923,2.0,0.11538461538461539,3,1.44,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,18,7,0.0457516339869281,0.7777777777777778,2.0,0.0,3,1.52,115,159,0.02425629290617849,2.765217391304348,6.0,0.4892753623188405,32,14.919999999999998
ADI-45393,26,12,0.036923076923076927,0.9230769230769231,2.0,0.23076923076923078,3,1.1600000000000001,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.52,29,14,0.034482758620689655,0.9655172413793104,2.0,0.3103448275862069,3,1.36,121,179,0.02465564738292011,2.958677685950413,6.0,0.4986225895316804,38,17.119999999999997
ADI-45395,20,5,0.02631578947368421,0.5,1.0,0.0,2,0.56,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,21,10,0.047619047619047616,0.9523809523809523,2.0,0.2857142857142857,3,1.3199999999999998,112,160,0.02574002574002574,2.857142857142857,6.0,0.5139880952380952,32,14.120000000000001
ADI-45397,22,3,0.012987012987012988,0.2727272727272727,1.0,0.0,2,0.7999999999999999,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,20,7,0.03684210526315789,0.7,2.0,0.15,3,1.08,113,154,0.024336283185840708,2.725663716814159,5.0,0.5507374631268437,30,13.279999999999998
ADI-45402,28,10,0.026455026455026454,0.7142857142857143,3.0,0.08333333333333333,4,1.52,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,27,10,0.02849002849002849,0.7407407407407407,2.0,0.1111111111111111,3,1.48,126,183,0.023238095238095238,2.9047619047619047,6.0,0.49259259259259264,29,11.839999999999998
ADI-45404,23,4,0.015810276679841896,0.34782608695652173,1.0,0.0,2,0.72,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.48,27,8,0.022792022792022793,0.5925925925925926,2.0,0.1111111111111111,3,1.3199999999999998,114,158,0.024530352429746934,2.7719298245614037,5.0,0.48362573099415207,31,13.799999999999999
ADI-45405,19,1,0.005847953216374269,0.10526315789473684,1.0,0.0,2,0.72,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,22,9,0.03896103896103896,0.8181818181818182,2.0,0.13636363636363635,3,1.08,118,169,0.02448210922787194,2.864406779661017,6.0,0.4615819209039548,29,12.48
ADI-45406,21,6,0.02857142857142857,0.5714285714285714,2.0,0.14285714285714285,3,1.32,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.4,27,13,0.037037037037037035,0.9629629629629629,2.0,0.3333333333333333,3,1.48,118,176,0.02549616108938143,2.983050847457627,6.0,0.5423728813559321,31,13.68
ADI-45407,26,16,0.04923076923076923,1.2307692307692308,3.0,0.23076923076923078,6,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,17,5,0.03676470588235294,0.5882352941176471,2.0,0.0,3,1.44,116,159,0.02383808095952024,2.7413793103448274,6.0,0.4971264367816092,27,11.12
ADI-45408,28,13,0.03439153439153439,0.9285714285714286,3.0,0.19047619047619047,4,1.56,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,24,7,0.025362318840579712,0.5833333333333334,2.0,0.0,3,1.48,120,182,0.025490196078431372,3.033333333333333,6.0,0.5022222222222222,30,13.199999999999998
ADI-45409,25,4,0.013333333333333334,0.32,1.0,0.0,2,0.56,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,25,7,0.023333333333333334,0.56,2.0,0.0,3,1.48,118,171,0.024771838331160364,2.8983050847457625,6.0,0.49519774011299444,32,14.440000000000001
ADI-45410,31,8,0.017204301075268817,0.5161290322580645,2.0,0.0,3,1.6400000000000001,3.0,1.0,9.0,3.0,0.08333333333333333,0.6666666666666666,2.0,0.0,3,1.6400000000000001,24,6,0.021739130434782608,0.5,2.0,0.0,3,1.48,121,178,0.024517906336088153,2.9421487603305785,6.0,0.5247933884297521,32,13.92
ADI-45411,22,5,0.021645021645021644,0.45454545454545453,1.0,0.0,2,0.56,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.48,24,8,0.028985507246376812,0.6666666666666666,2.0,0.125,3,1.52,117,165,0.02431476569407604,2.8205128205128207,6.0,0.5170940170940171,28,11.52
ADI-45422,21,6,0.02857142857142857,0.5714285714285714,1.0,0.0,2,0.72,0.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.84,26,11,0.033846153846153845,0.8461538461538461,2.0,0.23076923076923078,3,1.48,112,156,0.025096525096525095,2.7857142857142856,6.0,0.5776785714285714,31,13.72
ADI-45425,26,12,0.036923076923076927,0.9230769230769231,3.0,0.15384615384615385,4,1.68,0.0,0.0,8.0,3.0,0.10714285714285714,0.75,2.0,0.0,3,1.7599999999999998,20,5,0.02631578947368421,0.5,2.0,0.0,3,1.4,119,170,0.024213075060532687,2.857142857142857,6.0,0.5591036414565825,27,12.799999999999999
ADI-45428,18,2,0.013071895424836602,0.2222222222222222,1.0,0.0,2,0.84,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,19,7,0.04093567251461988,0.7368421052631579,1.0,0.0,2,0.72,111,153,0.02506142506142506,2.7567567567567566,5.0,0.4774774774774775,30,14.159999999999998
ADI-45429,28,9,0.023809523809523808,0.6428571428571429,2.0,0.10714285714285714,3,1.3599999999999999,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.28,19,4,0.023391812865497075,0.42105263157894735,1.0,0.0,2,0.96,124,189,0.024783634933123525,3.0483870967741935,6.0,0.5236559139784945,32,13.92
ADI-45430,21,12,0.05714285714285714,1.1428571428571428,3.0,0.2698412698412698,4,2.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,22,7,0.030303030303030304,0.6363636363636364,2.0,0.13636363636363635,3,1.44,114,177,0.027480204937121566,3.1052631578947367,6.0,0.5412280701754386,29,12.999999999999998
ADI-45433,28,8,0.021164021164021163,0.5714285714285714,1.0,0.0,2,0.56,0.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.0,27,9,0.02564102564102564,0.6666666666666666,2.0,0.1111111111111111,3,1.52,114,161,0.024996118615121875,2.824561403508772,6.0,0.5690058479532163,31,13.6
ADI-45435,26,16,0.04923076923076923,1.2307692307692308,3.0,0.19230769230769232,5,2.8800000000000003,4.0,1.0,7.0,3.0,0.14285714285714285,0.8571428571428571,2.0,0.0,4,2.2800000000000002,25,6,0.02,0.48,1.0,0.0,2,0.88,124,192,0.025177025963808025,3.096774193548387,6.0,0.4795698924731183,30,13.359999999999998
ADI-45438,22,8,0.03463203463203463,0.7272727272727273,2.0,0.0,5,2.6799999999999997,4.0,1.0,7.0,3.0,0.14285714285714285,0.8571428571428571,2.0,0.0,4,2.36,25,10,0.03333333333333333,0.8,2.0,0.24,3,1.3199999999999998,114,163,0.025306629405371837,2.8596491228070176,5.0,0.5154970760233918,30,13.52
ADI-45439,21,5,0.023809523809523808,0.47619047619047616,2.0,0.0,3,1.4,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.31999999999999995,25,8,0.02666666666666667,0.64,1.0,0.0,2,0.68,114,164,0.02546188480049682,2.8771929824561404,5.0,0.487719298245614,32,13.959999999999999
ADI-45440,29,7,0.017241379310344827,0.4827586206896552,2.0,0.0,3,1.2,3.0,1.0,8.0,2.0,0.07142857142857142,0.5,2.0,0.0,3,1.2,24,9,0.03260869565217391,0.75,2.0,0.0,3,1.6,119,166,0.023643355647343683,2.7899159663865545,6.0,0.49047619047619045,31,13.559999999999999
ADI-45442,24,4,0.014492753623188406,0.3333333333333333,1.0,0.0,2,0.76,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.48,22,9,0.03896103896103896,0.8181818181818182,2.0,0.13636363636363635,3,1.48,115,163,0.02486651411136537,2.8347826086956522,6.0,0.48289855072463767,31,13.8
ADI-45447,21,4,0.01904761904761905,0.38095238095238093,1.0,0.0,2,0.72,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,28,11,0.0291005291005291,0.7857142857142857,2.0,0.21428571428571427,3,1.1600000000000001,116,173,0.025937031484257873,2.9827586206896552,6.0,0.4905172413793104,32,13.68
ADI-45448,23,3,0.011857707509881422,0.2608695652173913,2.0,0.0,3,1.44,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,23,5,0.019762845849802372,0.43478260869565216,2.0,0.0,3,1.1600000000000001,116,162,0.024287856071964018,2.793103448275862,6.0,0.4910919540229886,36,16.319999999999997
ADI-45450,21,3,0.014285714285714285,0.2857142857142857,1.0,0.0,2,0.7599999999999999,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,27,12,0.03418803418803419,0.8888888888888888,2.0,0.3333333333333333,3,1.12,116,168,0.025187406296851574,2.896551724137931,5.0,0.5364942528735631,31,13.92
ADI-45451,27,12,0.03418803418803419,0.8888888888888888,3.0,0.08641975308641975,4,2.12,3.0,1.0,6.0,2.0,0.13333333333333333,0.6666666666666666,2.0,0.0,3,1.48,30,9,0.020689655172413793,0.6,2.0,0.0,3,1.08,123,189,0.025189924030387844,3.073170731707317,5.0,0.46504065040650416,32,14.04
ADI-45452,22,3,0.012987012987012988,0.2727272727272727,1.0,0.0,2,0.7999999999999999,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,21,6,0.02857142857142857,0.5714285714285714,1.0,0.0,2,0.72,115,161,0.02456140350877193,2.8,5.0,0.48869565217391303,31,13.76
ADI-45453,25,7,0.023333333333333334,0.56,2.0,0.12,3,1.2400000000000002,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,26,11,0.033846153846153845,0.8461538461538461,2.0,0.23076923076923078,3,1.48,119,173,0.024640364620424442,2.907563025210084,5.0,0.5327731092436975,31,13.999999999999998
ADI-45454,31,18,0.03870967741935484,1.1612903225806452,3.0,0.27956989247311825,4,1.52,0.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,0.6,30,11,0.02528735632183908,0.7333333333333333,2.0,0.1,3,1.2400000000000002,126,203,0.025777777777777778,3.2222222222222223,8.0,0.5610355253212393,27,12.2
ADI-45455,23,8,0.03162055335968379,0.6956521739130435,2.0,0.0,3,1.6,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.52,25,9,0.03,0.72,2.0,0.12,3,1.52,117,174,0.02564102564102564,2.9743589743589745,6.0,0.5384615384615384,31,14.16
ADI-45456,21,4,0.01904761904761905,0.38095238095238093,1.0,0.0,2,0.56,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,26,9,0.027692307692307693,0.6923076923076923,2.0,0.0,3,1.52,116,165,0.024737631184407798,2.8448275862068964,6.0,0.4818965517241379,31,13.760000000000002
ADI-45459,21,5,0.023809523809523808,0.47619047619047616,1.0,0.0,2,1.0,1.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.76,23,10,0.039525691699604744,0.8695652173913043,2.0,0.0,4,1.96,111,157,0.025716625716625717,2.828828828828829,6.0,0.5417417417417417,29,12.92
ADI-45460,22,5,0.021645021645021644,0.45454545454545453,2.0,0.0,3,1.6400000000000001,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,23,9,0.03557312252964427,0.782608695652174,2.0,0.0,4,1.8399999999999999,111,148,0.024242424242424242,2.6666666666666665,6.0,0.5033033033033032,29,12.999999999999998
ADI-45461,28,12,0.031746031746031744,0.8571428571428571,3.0,0.19047619047619047,4,1.48,4.0,1.0,7.0,4.0,0.19047619047619047,1.1428571428571428,3.0,0.33333333333333337,4,1.48,31,14,0.030107526881720432,0.9032258064516129,2.0,0.2903225806451613,3,1.48,121,181,0.024931129476584022,2.9917355371900825,6.0,0.5561983471074379,30,13.2
ADI-45463,25,5,0.016666666666666666,0.4,1.0,0.0,2,0.76,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.28,19,7,0.04093567251461988,0.7368421052631579,2.0,0.0,3,1.44,113,148,0.02338811630847029,2.6194690265486726,6.0,0.49439528023598817,26,12.08
ADI-45464,22,4,0.017316017316017316,0.36363636363636365,1.0,0.0,2,0.56,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.28,22,7,0.030303030303030304,0.6363636363636364,2.0,0.13636363636363635,3,1.56,114,165,0.025617140195621797,2.8947368421052633,5.0,0.5321637426900585,31,13.68
ADI-45465,20,3,0.015789473684210527,0.3,1.0,0.0,2,0.9199999999999999,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.28,21,6,0.02857142857142857,0.5714285714285714,1.0,0.0,2,0.9199999999999999,116,172,0.025787106446776613,2.9655172413793105,6.0,0.4862068965517241,48,20.32
ADI-45469,24,6,0.021739130434782608,0.5,3.0,0.13888888888888887,4,1.6,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,19,8,0.04678362573099415,0.8421052631578947,2.0,0.15789473684210525,3,1.08,118,162,0.02346805736636245,2.7457627118644066,6.0,0.49096045197740107,30,13.239999999999997
ADI-45470,22,4,0.017316017316017316,0.36363636363636365,2.0,0.13636363636363635,3,1.7200000000000002,2.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.24,18,7,0.0457516339869281,0.7777777777777778,2.0,0.16666666666666666,3,1.08,110,146,0.024353628023352794,2.6545454545454548,5.0,0.49363636363636365,30,13.239999999999998
ADI-45472,21,6,0.02857142857142857,0.5714285714285714,2.0,0.14285714285714285,3,1.1600000000000001,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,24,7,0.025362318840579712,0.5833333333333334,2.0,0.0,3,1.4,110,145,0.02418682235195997,2.6363636363636362,5.0,0.5033333333333333,25,11.879999999999999
ADI-45476,24,12,0.043478260869565216,1.0,3.0,0.2638888888888889,4,1.88,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.48,15,5,0.047619047619047616,0.6666666666666666,2.0,0.0,3,1.44,111,157,0.025716625716625717,2.828828828828829,6.0,0.539039039039039,27,11.08
ADI-45477,29,8,0.019704433497536946,0.5517241379310345,2.0,0.0,3,1.68,2.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.16,27,9,0.02564102564102564,0.6666666666666666,2.0,0.1111111111111111,3,1.44,121,180,0.024793388429752067,2.975206611570248,6.0,0.5421487603305785,30,13.2
ADI-45479,26,10,0.03076923076923077,0.7692307692307693,3.0,0.1282051282051282,4,2.48,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,20,7,0.03684210526315789,0.7,2.0,0.0,3,1.48,114,169,0.026238161776121722,2.9649122807017543,6.0,0.5453216374269005,31,14.08
ADI-45480,23,7,0.02766798418972332,0.6086956521739131,2.0,0.0,3,1.6400000000000001,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4,21,6,0.02857142857142857,0.5714285714285714,1.0,0.0,2,0.84,114,167,0.02592765098587176,2.9298245614035086,6.0,0.4997076023391813,32,14.16
ADI-45481,14,4,0.04395604395604396,0.5714285714285714,2.0,0.21428571428571427,3,1.3199999999999998,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.28,21,7,0.03333333333333333,0.6666666666666666,1.0,0.0,2,0.88,110,158,0.02635529608006672,2.8727272727272726,6.0,0.5578787878787879,28,12.759999999999998
ADI-45485,24,4,0.014492753623188406,0.3333333333333333,1.0,0.0,2,0.68,0.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.72,22,10,0.04329004329004329,0.9090909090909091,2.0,0.13636363636363635,3,1.56,121,172,0.023691460055096418,2.84297520661157,6.0,0.4674931129476584,29,11.72
ADI-45486,30,12,0.027586206896551724,0.8,2.0,0.1,5,2.48,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,32,13,0.02620967741935484,0.8125,2.0,0.28125,3,1.48,124,182,0.023865722528193023,2.935483870967742,6.0,0.5193548387096775,31,13.879999999999999
ADI-45488,26,9,0.027692307692307693,0.6923076923076923,2.0,0.11538461538461539,3,1.44,3.0,1.0,6.0,3.0,0.2,1.0,2.0,0.5,3,1.44,28,12,0.031746031746031744,0.8571428571428571,2.0,0.21428571428571427,3,1.56,120,167,0.02338935574229692,2.783333333333333,5.0,0.5263888888888889,31,13.799999999999999
ADI-45489,30,13,0.029885057471264367,0.8666666666666667,2.0,0.1,6,3.1999999999999997,2.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,1.16,28,10,0.026455026455026454,0.7142857142857143,2.0,0.21428571428571427,3,1.48,123,188,0.02505664400906304,3.0569105691056913,6.0,0.5436314363143631,31,13.64
ADI-45490,21,1,0.004761904761904762,0.09523809523809523,1.0,0.0,2,0.96,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,23,8,0.03162055335968379,0.6956521739130435,2.0,0.0,3,1.1600000000000001,114,157,0.024375097034621953,2.754385964912281,5.0,0.48508771929824557,29,13.04
ADI-45491,26,9,0.027692307692307693,0.6923076923076923,3.0,0.08974358974358973,4,1.56,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,0.88,125,197,0.025419354838709676,3.152,6.0,0.4826666666666667,32,14.120000000000001
ADI-45493,25,12,0.04,0.96,3.0,0.21333333333333332,4,1.56,0.0,0.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.44,27,8,0.022792022792022793,0.5925925925925926,2.0,0.0,3,1.04,126,189,0.024,3.0,6.0,0.48095238095238096,32,14.239999999999998
ADI-45495,17,3,0.022058823529411766,0.35294117647058826,2.0,0.0,3,1.3599999999999999,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.36,15,5,0.047619047619047616,0.6666666666666666,1.0,0.0,2,0.88,115,162,0.02471395881006865,2.8173913043478263,6.0,0.5194202898550725,27,12.639999999999997
ADI-45497,27,13,0.037037037037037035,0.9629629629629629,3.0,0.07407407407407407,8,3.92,5.0,1.0,9.0,4.0,0.1111111111111111,0.8888888888888888,2.0,0.0,5,2.4,22,6,0.025974025974025976,0.5454545454545454,1.0,0.0,2,0.88,123,190,0.02532320405171265,3.089430894308943,6.0,0.5233062330623306,32,14.2
ADI-45498,28,19,0.05026455026455026,1.3571428571428572,4.0,0.2261904761904762,6,3.2,4.0,1.0,6.0,5.0,0.3333333333333333,1.6666666666666667,3.0,0.5555555555555555,4,1.96,20,5,0.02631578947368421,0.5,1.0,0.0,2,0.84,120,179,0.025070028011204483,2.9833333333333334,6.0,0.5133333333333333,27,12.92
ADI-45499,28,17,0.04497354497354497,1.2142857142857142,5.0,0.15714285714285717,9,5.16,4.0,1.0,8.0,4.0,0.14285714285714285,1.0,2.0,0.0,4,2.12,26,12,0.036923076923076927,0.9230769230769231,2.0,0.23076923076923078,3,1.44,122,182,0.024657905432868176,2.9836065573770494,6.0,0.5043715846994534,30,13.68
ADI-46677,23,3,0.011857707509881422,0.2608695652173913,1.0,0.0,2,0.76,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,26,8,0.024615384615384615,0.6153846153846154,2.0,0.0,3,1.52,113,165,0.02607458912768647,2.920353982300885,6.0,0.515339233038348,39,17.64
ADI-46678,27,6,0.017094017094017096,0.4444444444444444,2.0,0.0,3,1.1600000000000001,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,24,6,0.021739130434782608,0.5,2.0,0.0,3,1.6,119,173,0.024640364620424442,2.907563025210084,5.0,0.5042016806722689,32,14.04
ADI-46682,27,6,0.017094017094017096,0.4444444444444444,1.0,0.0,2,0.56,0.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.68,26,8,0.024615384615384615,0.6153846153846154,2.0,0.0,3,1.52,118,167,0.024192380124583513,2.830508474576271,6.0,0.5,31,13.959999999999997
ADI-46684,22,4,0.017316017316017316,0.36363636363636365,2.0,0.0,3,1.2399999999999998,2.0,1.0,6.0,2.0,0.13333333333333333,0.6666666666666666,1.0,0.0,2,0.9199999999999999,23,10,0.039525691699604744,0.8695652173913043,2.0,0.2608695652173913,3,1.3199999999999998,119,161,0.022931206380857428,2.7058823529411766,5.0,0.45630252100840335,30,13.48
ADI-46685,30,11,0.02528735632183908,0.7333333333333333,4.0,0.09999999999999999,5,2.6399999999999997,2.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.04,25,8,0.02666666666666667,0.64,2.0,0.12,3,1.52,119,180,0.025637373593505198,3.0252100840336134,6.0,0.5257703081232493,31,13.68
ADI-46689,25,7,0.023333333333333334,0.56,2.0,0.12,3,1.44,0.0,0.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,1.1199999999999999,23,8,0.03162055335968379,0.6956521739130435,2.0,0.13043478260869565,3,1.48,115,165,0.02517162471395881,2.869565217391304,6.0,0.4808695652173912,31,13.92
ADI-46690,27,6,0.017094017094017096,0.4444444444444444,1.0,0.0,2,0.56,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,23,6,0.023715415019762844,0.5217391304347826,1.0,0.0,2,0.96,116,169,0.025337331334332833,2.913793103448276,6.0,0.5224137931034483,32,14.0
ADI-46691,28,6,0.015873015873015872,0.42857142857142855,1.0,0.0,2,0.72,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,21,7,0.03333333333333333,0.6666666666666666,2.0,0.0,3,1.52,116,165,0.024737631184407798,2.8448275862068964,6.0,0.4885057471264368,31,13.879999999999999
ADI-46692,28,6,0.015873015873015872,0.42857142857142855,1.0,0.0,2,0.6,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,25,9,0.03,0.72,2.0,0.0,3,1.56,121,183,0.025206611570247933,3.024793388429752,6.0,0.49311294765840225,32,14.2
ADI-46693,27,11,0.03133903133903134,0.8148148148148148,3.0,0.12345679012345678,4,2.16,4.0,1.0,7.0,5.0,0.23809523809523808,1.4285714285714286,3.0,0.47619047619047616,4,2.16,29,14,0.034482758620689655,0.9655172413793104,2.0,0.20689655172413793,4,1.8399999999999999,122,183,0.024793388429752067,3.0,6.0,0.5226775956284153,31,13.839999999999998
ADI-46695,25,6,0.02,0.48,1.0,0.0,2,0.8,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,22,7,0.030303030303030304,0.6363636363636364,2.0,0.0,3,1.44,114,168,0.02608290638099674,2.9473684210526314,6.0,0.487719298245614,32,14.08
ADI-46696,16,4,0.03333333333333333,0.5,2.0,0.1875,3,1.3199999999999998,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.6799999999999999,23,7,0.02766798418972332,0.6086956521739131,2.0,0.0,3,1.1600000000000001,114,158,0.024530352429746934,2.7719298245614037,6.0,0.5467836257309941,25,11.719999999999999
ADI-46697,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,32,10,0.020161290322580645,0.625,2.0,0.09375,3,1.1600000000000001,116,171,0.025637181409295353,2.9482758620689653,5.0,0.525,31,13.519999999999998
