target,selected_by,model,cv_mae,public_mae,private_mae,public_rank,private_rank
TmApp,CV-best,NESTED_STACK_MEAN,2.778067764951105,3.6291215547054736,3.282332752826779,2,2
TmApp,Public-best,PLM_ABLANG2_PCA32_SVR,2.947959052568804,3.525233482891365,3.213438633492069,1,1
TmApp,Private-best,PLM_ABLANG2_PCA32_SVR,2.947959052568804,3.525233482891365,3.213438633492069,1,1
HIC,CV-best,NESTED_STACK_NNLS,0.466697778544225,0.48807631013387415,0.4566408912138008,2,2
HIC,Public-best,FUSION_ESM2_ESMFN_ElasticNet,0.5212224504834979,0.46500596144730155,0.4965168142900637,1,3
HIC,Private-best,ESMFN_STRUCTURE_ElasticNet,0.4970255757352063,0.5163315939340617,0.43353371149183706,3,1
