scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,59,413,8.083889915582235e-05,0.48409096920129024,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/primary_k0_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
primary,1,0.001,1e-05,9,54,0.0009960967771506667,0.5294222083814216,39,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/primary_k1_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,2,0.001,1e-05,22,154,0.0009733122526196349,0.4033355751037597,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/primary_k2_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,3,0.0001,1.0000000000000002e-06,136,952,2.4636321046560538e-05,0.4184682729244231,166,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/primary_k3_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
primary,4,0.0001,1.0000000000000002e-06,41,287,9.05463412215599e-05,0.4708995954990387,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/primary_k4_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
shadow,0,0.001,1e-05,41,287,0.000905463412215599,0.4105545198845141,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,1,0.001,1e-05,20,140,0.0009781175423251734,0.47226879334449773,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,2,0.0001,1.0000000000000002e-06,77,539,6.872216535789157e-05,0.4674426543712616,107,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
shadow,3,0.001,1e-05,55,385,0.0008323493733352077,0.439108491377397,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,4,0.0001,1.0000000000000002e-06,58,406,8.144951148861742e-05,0.4239109001159669,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H060_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
