scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,18,126,0.00098245592213661,0.5010396261504203,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/primary_k0_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,1,0.001,1e-05,15,90,0.00098807879715968,0.517233406529282,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/primary_k1_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,2,0.001,1e-05,40,280,0.0009099841101253866,0.37464971899986266,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/primary_k2_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,3,0.001,1e-05,36,252,0.0009270568813552756,0.4413223977088928,66,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/primary_k3_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
primary,4,0.001,1e-05,13,91,0.000991232189110701,0.4660314695835114,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/primary_k4_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,0,0.001,1e-05,44,308,0.0008913130516324732,0.4222702319983281,74,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,1,0.001,1e-05,38,266,0.0009187246438772938,0.4829552483558655,68,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,2,0.001,1e-05,16,112,0.00098632311059685,0.46905899143218993,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,3,0.001,1e-05,24,168,0.0009680447952607845,0.5078725310816908,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,1e0cea8ee76ae170,101
shadow,4,0.0001,1.0000000000000002e-06,71,497,7.297252973710757e-05,0.41560813808441166,101,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H058_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,1e0cea8ee76ae170,101
